Function Name, Cumulative Stack Size, Branch Type
"servreg_get_domainlist.extracted_region",56,Recursive
"servreg_get_pending_acks.extracted_region",56,Recursive
"servreg_notif_retry_timout_cb.extracted_region",56,Recursive
"servreg_qdi_init",56,Recursive
"servreg_qdi_invoke.extracted_region.108",56,Recursive
"servreg_qdi_invoke.extracted_region.108.1.0",56,Recursive
"servreg_send_qmi_ind_msg_state_change.extracted_region",56,Recursive
"sio_register_driver",56,Recursive
"sleepActive_clearThreasholdTimer",56,Recursive
"sleepLPISolver_mainFunction",56,Recursive
"sleepLPI_define",56,Recursive
"sleepLPRSolver_mainFunction",56,Recursive
"sleepLPR_define",56,Recursive
"sleepLog_printf",56,Recursive
"sleepMaxDurNode_query",56,Closed
"sleepNPAScheduler_getDeadline",56,Closed
"sleepStats_readWakeupTimes",56,Closed
"sleepTarget_enableSleepTimer",56,Recursive
"sleepTarget_getHardWakeupTime",56,Recursive
"spi_plat_mem_alloc",56,Recursive
"spi_plat_mem_free",56,Recursive
"spi_release_hw_ctxt",56,Recursive
"synthLPRM_cachedModeEnter",56,Recursive
"synthLPRM_cachedModeExit",56,Recursive
"synthLPRM_enter",56,Recursive
"synthLPRM_exit",56,Recursive
"synthLPRM_profile",56,Recursive
"synthRegistry_getStatus",56,Recursive
"synthRegistry_readGlobalConfig",56,Recursive
"syscacheMgrIncrementScidCount.extracted_region",56,Recursive
"syscacheMgrProgramInternalScid",56,Recursive
"therm_log_printf",56,Recursive
"therm_qmi_validate_request",56,Recursive
"time_get_sum_genoff_ts",56,Closed
"tracer_diag_init",56,Recursive
"tracer_event_simple_vargs",56,Recursive
"uClock_EnableClock",56,Recursive
"uGPIOInt_ConfigPDC",56,Recursive
"uGPIOInt_DeregisterInterrupt",56,Recursive
"uGPIOInt_RegisterInterrupt",56,Recursive
"uSleepDDRLog_printf",56,Recursive
"uSleepNPA_cpuVddDriver",56,Recursive
"uSleepTimer_setValue",56,Closed
"uSleepTrans_adjustLatency",56,Recursive
"uSleepTrans_enterSignalControl",56,Recursive
"uSleepTrans_exitSignalControl",56,Recursive
"uSleepTrans_internalSignalControl",56,Recursive
"uSleepTrans_transitionNotify",56,Recursive
"uSleepTrans_updateTimes",56,Recursive
"uSleep_completeEntry",56,Recursive
"uSleep_setStateInternal",56,Recursive
"uSleep_setStateInternal.1.0_i16_4096",56,Recursive
"uerr_inject_crash_execute",56,Closed
"ul_issue_pair_request",56,Recursive
"unpa_cancelRequest",56,Recursive
"unpa_issueRequest",56,Recursive
"xport_qmp_tx_cmd_version_ack",56,Recursive
"xport_smem_read_algn64",56,Closed
"xport_smem_rx_packet_drop_payload",56,Recursive
"xport_smem_write_algn64",56,Recursive
"Clock_GetCornerRefCount",48,Closed
"Clock_SetThreadPriority",48,Closed
"Core_PoolSetAllocationSize",48,Closed
"DALSYSCMN_GetDeviceObject",48,Closed
"DALSYS_EventWait",48,Closed
"DALSYS_LogEvent",48,Closed
"DALSYS_MemAllocQurtRegion",48,Closed
"DALSYS_MemInfo",48,Closed
"DALSYS_SetupCallbackEvent",48,Closed
"GPIOIntQDI_WaitOnAckSummarySignal",48,Closed
"GPIOIntrSummary_ClearInterrupt",48,Closed
"GPIOIntrSummary_DisableInterrupt",48,Closed
"GPIOIntrSummary_TriggerInterrupt",48,Closed
"GPIOIntrSummary_UnConfigureGPIOInterrupt",48,Closed
"HAL_gpioint_Clear",48,Closed
"HAL_gpioint_Disable",48,Closed
"HAL_gpioint_Enable",48,Closed
"HAL_gpioint_EnableRawStatus",48,Closed
"HAL_gpioint_GetTrigger",48,Closed
"HAL_gpioint_IsSet",48,Closed
"HAL_gpioint_SetTrigger",48,Closed
"HAL_gpioint_TriggerInterrupt",48,Closed
"HAL_tlmm_SetFunction",48,Closed
"HAL_tlmm_SetLowPowerConfig",48,Closed
"HAL_tlmm_WriteConfig",48,Closed
"HAL_tlmm_WriteGpio",48,Closed
"HAL_tlmmtile_Get",48,Closed
"HAL_tlmmtile_Get.1.1_i8_3.2_i8_13",48,Closed
"HAL_tlmmtile_PlatformGetGpioBase",48,Closed
"HAL_tlmmtile_Set",48,Closed
"HAP_par_block",48,Recursive
"HAP_par_block__merged",48,Recursive
"HAP_par_unblock",48,Recursive
"HAP_ps_init",48,Recursive
"HAP_utils_init",48,Recursive
"QURTK_config_etm_breakarea",48,Closed
"QURTK_config_etm_breakpoint",48,Closed
"QURTK_futex_wait64_hash",48,Closed
"QURTK_mailbox_process_release",48,Closed
"QURTK_mailbox_release_with_asid",48,Closed
"QURTK_process_new",48,Closed
"QURTK_process_reaper_submit",48,Closed
"QURTK_secure_thread_create_impl",48,Closed
"SetQURTTriggerConfig",48,Closed
"SleepClient_create",48,Closed
"TLMM_DalTlmm_SetInactiveConfig",48,Closed
"TLMM_SetInactiveConfig",48,Closed
"TPDA_SetParam",48,Closed
"TPDM_EnableDisable",48,Closed
"Timetick_CvtFromTimetick32",48,Closed
"Timetick_CvtFromTimetick64",48,Closed
"Timetick_CvtToTimetick32",48,Closed
"Timetick_CvtToTimetick64",48,Closed
"Timetick_CvtToUsec",48,Closed
"Timetick_Diff",48,Closed
"Timetick_GetElapsed",48,Closed
"_FXp_setw",48,Closed
"_Puttxt",48,Closed
"_Read_enc_ptr",48,Closed
"_TPDM_SetBaseAddress",48,Closed
"_WPuttxt",48,Closed
"qc_loc_fw::SingleListNode<qc_loc_fw::LowiAPListRecord>::SingleListNode(qc_loc_fw::LowiAPListRecord const&)",48,Closed
"qc_loc_fw::LowiAPListRecord::LowiAPListRecord(qc_loc_fw::LowiAPListRecord const&)",48,Closed
"__qdsp_floatdisf",48,Closed
"__qdsp_floattisf",48,Closed
"_is_event_go",48,Closed
"apr_list_raw_assert_secure_node_is_unlinked",48,Closed
"cpuVddLPR_apcrProfileExit",48,Closed
"diag_add_block_header",48,Closed
"diag_buffered_bytes",48,Closed
"diag_diagID_init",48,Recursive
"diag_flow_control_mutex_init",48,Recursive
"diag_get_send_size",48,Closed
"diag_get_send_size.1.0",48,Closed
"diag_int_sig_cs_init",48,Recursive
"diag_mask_notify_timer_cb",48,Recursive
"diag_ready_start_task",48,Closed
"diag_search_list_cs_init",48,Recursive
"diag_sleep_vote_cs_init",48,Recursive
"diagbuf_clear_index",48,Closed
"diagcomm_sio_ctrl_conn_changed",48,Recursive
"diagpkt_delayrspid_mutex_init",48,Recursive
"diagpkt_mask_tbl_cs_init",48,Recursive
"diagpkt_master_tbl_cs_init_dcm",48,Recursive
"diagpkt_subsys_get_delayed_rsp_id",48,Closed
"fastrpc_loader_init",48,Recursive
"feraiseexcept",48,Closed
"fflush",48,Closed
"frexp",48,Closed
"frexpl",48,Closed
"ftq_qdi_init",48,Closed
"glinki_update_best_xport",48,Closed
"hosted_dev_random",48,Closed
"hwsolver_island_lpr_enter",48,Recursive
"i2c_qdi_root_wait_for_event",48,Closed
"loadtcg",48,Recursive
"log_message",48,Closed
"memmove",48,Closed
"micro_ULog_CreateLockableLog",48,Recursive
"mod_table_ctor",48,Recursive
"npa_async_event_handler",48,Closed
"npa_binary_and_update_fcn",48,Closed
"npa_pass_request_attributes",48,Closed
"npa_set_request_attribute",48,Closed
"open_mod_table_ctor_imp",48,Recursive
"pdcQdi_initialize",48,Closed
"pdcQdi_tsGetData",48,Closed
"pdcTimestamp_getUnitData",48,Closed
"pdc_getSettings",48,Closed
"plat_wait_for_event",48,Closed
"pool_init",48,Recursive
"pool_instance",48,Recursive
"powerConfigLPR_Q6LPMEnter",48,Closed
"powerConfigLPR_apcrLongEnter",48,Closed
"powerConfigLPR_apcrLongSleepSetEnter",48,Closed
"powerConfigLPR_apcrNoTimerEnter",48,Closed
"powerConfigLPR_fullPCEnter",48,Closed
"print_string",48,Closed
"pt_handle_register_file",48,Closed
"pwrdb_pack_log_items.extracted_region",48,Closed
"pwrdb_pack_log_items.extracted_region.1.1_i32_12",48,Closed
"q6LPMConfig_setupModeConfig",48,Closed
"q_lock",48,Closed
"q_unlock",48,Recursive
"qdi_uart_init",48,Recursive
"qdss_clock_init",48,Recursive
"qurtos_rand32",48,Closed
"qurtos_randrange",48,Recursive
"qurtos_sclk_invocation",48,Closed
"qurtos_thread_init",48,Recursive
"qw_equ",48,Closed
"qw_set",48,Closed
"rpmh_deregister_isr__merged",48,Closed
"rpmh_disable_isr",48,Closed
"rpmh_enable_isr",48,Closed
"rpmh_wait_dal_event",48,Closed
"sleepOS_clkCpuNodeAvailableCb",48,Closed
"smp2p_os_wait",48,Closed
"smp2p_wait",48,Closed
"spi_plat_wait_for_event",48,Closed
"static_mod_table_ctor",48,Recursive
"synthLPI_getCurrentLatency",48,Closed
"synthLPRM_getEnterLatency",48,Closed
"synthLPRM_getLatency",48,Closed
"synthLPRM_update",48,Closed
"sysmon_dcvs_manage_bus_clk",48,Closed
"sysmon_register_stid_array",48,Closed
"time_genoff_get_ts_from_offset_and_timetick",48,Closed
"time_genoff_get_ts_from_offset_and_timetick.1.0",48,Closed
"timer_api_log_func",48,Closed
"timer_drv_defer_match_interrupt_64",48,Recursive
"timer_drv_get_first_non_deferrable_timer_expiry",48,Recursive
"timer_drv_get_sclk_till_expiry_64",48,Recursive
"timer_drv_register_for_non_defer_expiry_change",48,Recursive
"timer_drv_set_wakeup_64",48,Closed
"timer_get_client_timer",48,Closed
"timer_get_clnt_int_timers",48,Closed
"timer_get_timer_parameter",48,Recursive
"timer_qdi_get_first_non_deferrable_timer_expiry",48,Recursive
"tracer_event_simple",48,Recursive
"trecurse",48,Closed
"twalk",48,Closed
"uATS_performSolving",48,Recursive
"uSleepOS_configIdleMode",48,Closed
"uSleepOS_enterLPMAbort",48,Recursive
"uSleepOS_performLPM",48,Recursive
"uSleepTarget_programWakeupTimer",48,Recursive
"ul_add_hw_request",48,Closed
"ul_int_init.extracted_region",48,Closed
"ul_int_init.extracted_region.1.0_i32_0",48,Closed
"unpa_binaryUpdateFcn",48,Closed
"unpa_getAggIndex",48,Closed
"unpa_maxUpdateFcn",48,Closed
"unpa_minUpdateFcn",48,Closed
"unpa_orUpdateFcn",48,Closed
"unpa_qdiQueryInvoke",48,Closed
"unpa_query",48,Closed
"utimer_drv_def_osal",48,Closed
"utimer_drv_get_64",48,Closed
"utimer_get_timer_struct",48,Closed
"ABT_Platform_Deinit",40,Closed
"ABT_Platform_Report_Hang",40,Closed
"BufBound_Puts",40,Closed
"DALSYS_GetHWVersionInfo",40,Closed
"DALSYS_GetPropertyValue",40,Closed
"DALSYS_GetPropertyValue.1.0.2_i32_0.3",40,Closed
"DALSYS_GetPropertyValue.1.0.2_i32_0.3",40,Closed
"DeviceId_ValidatePermission",40,Closed
"DeviceId_ValidatePermission__merged",40,Closed
"HALInternal_setInterruptState",40,Closed
"NOC_Error_PostInit",40,Closed
"NOC_Error_PreInit",40,Closed
"QDI_PLATFORM_Init",40,Recursive
"QURTK_clean_cache",40,Closed
"QURTK_deregister_int",40,Closed
"QURTK_futex_wait_hash",40,Closed
"QURTK_mailbox_send",40,Closed
"QURTK_osthread_set_boot_context",40,Recursive
"QURTK_secure_proc_enter_chgmode",40,Closed
"QURTK_secure_proc_migr_enter_chgmode",40,Closed
"QURTK_thread_profile",40,Closed
"QURTK_user_fatal_exit",40,Closed
"QURTK_validate_unified_mapping",40,Closed
"StringDeviceId_ValidatePermission",40,Closed
"SysCacheGetManagedSCIDs",40,Closed
"SysCacheGetSCID",40,Closed
"TFunnel_DeviceControl",40,Closed
"Timetick_DalTimetick_TicksToPrecUs",40,Closed
"ULogCore_Allocate.extracted_region",40,Recursive
"ULogCore_MultipartMsgEnd",40,Recursive
"ULogCore_Read",40,Recursive
"ULogCore_ReadEx",40,Recursive
"ULogFront_RealTimeString",40,Recursive
"ULogFront_RealTimeVector",40,Recursive
"ULogInternal_ReleaseLock",40,Recursive
"URPMH_CORE_VERIFY",40,Closed
"_Defloc",40,Closed
"_PopulateUint32SeqPtrProperty",40,Closed
"__qdsp_fast_gtdf2",40,Closed
"__qdsp_fast_ltdf2",40,Closed
"__qdsp_fixdfdi",40,Closed
"__qdsp_fixdfsi",40,Closed
"__qdsp_fixdfti",40,Closed
"__qdsp_fixunsdfdi",40,Closed
"__qdsp_fixunsdfsi",40,Closed
"__qdsp_fixunsdfti",40,Closed
"__qdsp_floatunsisf",40,Closed
"__qdsp_truncdfsf2",40,Closed
"_convert_request_to_internal",40,Closed
"_hwsolver_disable_mode",40,Recursive
"_hwsolver_enable_mode",40,Recursive
"_hwsolver_enable_mode.1.0_i32_0",40,Recursive
"approx",40,Closed
"approx",40,Closed
"apr_list_raw_assert_node_is_linked",40,Closed
"bsearch",40,Closed
"bus_iface_get_io_ctxt",40,Recursive
"cpuVddLPR_exit",40,Closed
"cpuVddLPR_powerCollapseExit",40,Closed
"cpuVddLPR_profileEnter",40,Closed
"diag_clr_drain_timer",40,Recursive
"diag_idle_processing_register",40,Recursive
"diag_qdi_set_drain_timer",40,Recursive
"diag_qdi_trigger_drain",40,Closed
"diag_rx_delay_rsp_notify",40,Recursive
"diag_rx_notify",40,Closed
"diag_rx_rsp_notify",40,Recursive
"diag_rx_rsp_notify__merged",40,Recursive
"diag_set_drain_timer",40,Recursive
"diag_set_internal_sigs",40,Recursive
"diag_set_internal_sigs.1.0_i32_1",40,Recursive
"diag_set_internal_sigs.2.0_i32_262144",40,Recursive
"diag_tx_notify",40,Closed
"diagbuf_immediate_delivery",40,Closed
"diagcomm_io_init",40,Recursive
"diagcomm_io_notify_rx",40,Closed
"diagpkt_ready_to_fwd",40,Recursive
"diagpkt_tbl_dereg",40,Recursive
"dog_island_cb",40,Closed
"dsm_lock",40,Closed
"dsm_reg_mem_event_level",40,Recursive
"dsm_reg_mem_event_level.1.0",40,Recursive
"dsm_unlock",40,Recursive
"dsmi_item_reset",40,Closed
"dsmi_verify_mem_level",40,Closed
"err_Fatal_aux_msg",40,Closed
"err_Fatal_internal0",40,Closed
"err_Fatal_internal1",40,Closed
"err_Fatal_internal1.1.0",40,Closed
"err_Fatal_internal2",40,Closed
"err_Fatal_internal3",40,Closed
"err_fatal_lock",40,Closed
"err_qdi_communicate_user_cb",40,Recursive
"err_qdi_dalcfg_get_err_qdi_pdr_records",40,Closed
"err_qdi_dalcfg_get_pd_timeout",40,Closed
"err_qdi_dalcfg_get_pd_timeout__merged",40,Closed
"err_qdi_inform_pfr",40,Recursive
"err_qdi_invoke_user_process_cb_helper",40,Closed
"fastrpc_port_close",40,Closed
"fastrpc_port_open",40,Closed
"findNRemoveFreeBlockInBINs",40,Closed
"findNRemoveFreeBlockInBINs.1.2_i32_0",40,Closed
"fma",40,Closed
"fp_qdi_init",40,Closed
"frexpf",40,Closed
"fs_os_mutex_unlock",40,Closed
"fs_os_mutex_unlock.1.0",40,Closed
"ftq_group_default_wake",40,Closed
"get_space_from_client_handle",40,Closed
"gettimeofday",40,Closed
"glink_get_current_version",40,Closed
"glink_ssr",40,Closed
"glinki_check_local_ch_exists",40,Recursive
"glinki_check_xport_and_notify",40,Closed
"glinki_check_xport_link_up_and_notify",40,Closed
"glinki_find_ch_ctx_by_name",40,Closed
"glinki_find_xport_by_priority",40,Closed
"glinki_scan_xports_and_notify",40,Closed
"glinki_update_link_state_and_notify",40,Recursive
"glinki_xports_find",40,Closed
"glinki_xports_for_each",40,Closed
"gpi_syncenter",40,Closed
"gpi_syncleave",40,Recursive
"hwsolver_island_lpr_exit",40,Recursive
"hwsolver_toggle_modes_by_latency",40,Recursive
"ilogb",40,Closed
"ilogbl",40,Closed
"init_client_ctxt",40,Recursive
"internal_timer_fail",40,Closed
"internal_timer_fail",40,Closed
"ipc_router_packet_queue_init",40,Recursive
"log_set_equip_id",40,Closed
"log_set_timestamp",40,Closed
"lookup_drv_index",40,Closed
"mem_heap_init_lock_free_fns",40,Closed
"memheap_addNodeToBin",40,Closed
"micro_msg_mask_enabled",40,Closed
"nearbyint",40,Closed
"nearbyintl",40,Closed
"npa_event_action_new_event",40,Closed
"npa_event_action_trigger",40,Closed
"npa_event_action_trigger_on_register",40,Closed
"npa_event_action_trigger_system_event",40,Closed
"npa_issue_isoc_request",40,Closed
"npa_no_client_update_fcn",40,Closed
"npa_notify_next_awake",40,Closed
"npa_qdi_init",40,Closed
"npa_qdi_query_invoke",40,Closed
"npa_query",40,Closed
"npa_query.1.1_i32_0",40,Closed
"npa_query_by_event",40,Closed
"npa_query_get_resource",40,Closed
"npa_remote_find_published_resource",40,Closed
"npa_request_has_attribute",40,Closed
"npa_request_has_attribute.1.1_i8_2",40,Closed
"npa_resource_has_dependency_of_type",40,Closed
"npa_rpm_available_cb",40,Closed
"pd_mon_servreg_notif_sync_cb",40,Closed
"pdcHAL_disable",40,Closed
"pdcHAL_disable.1.1_i8_1",40,Closed
"pdcHAL_enable",40,Closed
"pdcMap_getGpioTable",40,Closed
"pdcMap_getInterruptTable",40,Closed
"pdcTcs_getResources",40,Closed
"pdcTimestamp_QDIInit",40,Recursive
"pdc_getTriggerConfig",40,Closed
"pdc_seq_sys_init",40,Closed
"pl_pbl_secasn1_decode_time",40,Closed
"plat_mem_alloc",40,Recursive
"plat_signal_alloc",40,Recursive
"pram_mgr_clnt_init",40,Closed
"procinfo_qdi_client_init",40,Closed
"pt_get_thread_attributes",40,Closed
"q_cnt",40,Closed
"q_cnt.1.0",40,Closed
"q_link",40,Closed
"qdss_ssc_island_enter",40,Closed
"qdss_ssc_island_exit",40,Closed
"qdss_ssc_lpi_request",40,Closed
"qdss_ssc_lpi_request.1.1_i32_0.2_i8_1",40,Closed
"qdss_ssc_lpi_request.1.1_i32_1",40,Closed
"qdss_ssc_lpi_request.2.1_i32_1.2_i8_1",40,Closed
"qmi_client_send_raw_msg_sync.extracted_region.2",40,Closed
"qmi_csi_os_signal_set",40,Closed
"qmi_csi_xport_start",40,Recursive
"qup_common_pram_tre_malloc",40,Recursive
"qurt_mem_coalesce",40,Closed
"qurt_qdi_initialize",40,Closed
"qurt_stm_trace_set_config",40,Closed
"qurtos_cb_thread_invoke",40,Closed
"qurtos_mem_lookup_pid_physaddrK",40,Closed
"qurtos_thread_iterator_invoke",40,Recursive
"qurtos_thread_iterator_next",40,Recursive
"qurtos_thread_release",40,Recursive
"qw_hi",40,Closed
"qw_lo",40,Closed
"register_UART_driver",40,Closed
"rfs_api_unlock",40,Closed
"rfs_desc_unlock",40,Closed
"rfs_nodev_init",40,Closed
"rpmh_core_verify",40,Closed
"rpmh_core_verify.1.0_i8_0",40,Closed
"rpmh_core_verify.1.0_i8_0",40,Closed
"rpmh_core_verify.1.0_i8_0",40,Closed
"rpmh_core_verify_ptr",40,Closed
"rpmh_err_fatal",40,Closed
"rpmh_get_wake_latency",40,Closed
"rsc_driver_init",40,Recursive
"rsc_instance_init",40,Recursive
"rsc_setup",40,Closed
"simpleSolver_solve",40,Recursive
"sio_enter_crit_section",40,Closed
"sio_leave_crit_section",40,Recursive
"sio_uart_driver_init",40,Closed
"sleepMaxDurNode_update",40,Closed
"sleepOS_verifyIdleModeConfig",40,Closed
"sleepStats_getLprTimeData",40,Closed
"sleepStats_putLprTimeData",40,Closed
"sleepStats_putLprTimeData.1.1_i8_1",40,Closed
"smp2p_qdi_driver_init",40,Recursive
"smp2p_qdi_signal_send_event",40,Closed
"synthLPI_modeUpdated",40,Closed
"synthLPRM_getBackOffTime",40,Closed
"synthLPR_modeUpdated",40,Closed
"sys_Tlsalloc",40,Recursive
"tcs_clean_sleep_wake",40,Closed
"tcs_size",40,Closed
"tcs_slots_available",40,Closed
"tftp_socket_connect",40,Closed
"tftp_thread_unlock",40,Closed
"timer_get_time_till_first_non_deferrable_timer_64",40,Closed
"timer_set_next_interrupt",40,Closed
"timer_update_timer_interrupt",40,Closed
"timetick_get_tmp64",40,Closed
"uInterruptController_ISTMain",40,Recursive
"uPdcTimestamp_getUnitData",40,Recursive
"uSleepLPR_runLPRFunctions",40,Recursive
"uSleepLPR_setModeStatus",40,Recursive
"uSleepNode_processChangeEvent",40,Recursive
"uSleepOS_PMIPerformer",40,Recursive
"uSleepOS_performLPMExit",40,Recursive
"uSleepSolver_solve",40,Recursive
"uSleepTarget_exitLowPowerMode",40,Recursive
"uSleep_QDIInit",40,Recursive
"uSleep_guestClientInit",40,Recursive
"uSleep_setLowPowerModeInternal",40,Recursive
"unpa_getQueryHandle",40,Recursive
"unpa_qdiDriverInit",40,Closed
"urpmh_finish_amc",40,Closed
"urpmh_finish_outstanding_amcs",40,Closed
"urpmh_island_enter",40,Recursive
"urpmh_island_exit",40,Recursive
"urpmh_issue_read",40,Recursive
"urpmh_send",40,Closed
"urpmh_send_requests",40,Closed
"utimer_client_init",40,Closed
"utimer_clr_64",40,Closed
"xport_qmp_ssr",40,Closed
"AM_AsyncRequest",32,Closed
"ChipInfo_memcpy",32,Closed
"DALSYS_TimerStop",32,Closed
"GPIOIntQDI_SetSummarySignal",32,Closed
"HAL_clk_AgeraPLLConfigPLL",32,Closed
"HAL_clk_FabiaPLLDisable",32,Closed
"HAL_clk_FabiaPLLEnable",32,Closed
"HAL_dogDeferKickTimerCb",32,Recursive
"HAL_gpioint_Init",32,Closed
"HAL_qdss_stm_Disable",32,Closed
"HAL_tlmm_Init",32,Closed
"HWIO_DalHWIO_Init",32,Closed
"PrngELMutexInit",32,Recursive
"QURTK_freeze_futex_wait_int",32,Closed
"QURTK_get_new_entry",32,Closed
"QURTK_init_pagetable",32,Closed
"QURTK_isr_register",32,Closed
"QURTK_kernel_init",32,Closed
"QURTK_kthread_entry",32,Closed
"QURTK_kthread_handle_process_kill",32,Closed
"QURTK_mailbox_create",32,Closed
"QURTK_mailbox_delete",32,Closed
"QURTK_mailbox_receive",32,Closed
"QURTK_mailbox_receive_halt",32,Closed
"QURTK_osthread_check_reaper",32,Closed
"QURTK_pi_futex_adjust_prio",32,Closed
"QURTK_pi_futex_wait",32,Closed
"QURTK_register_int",32,Closed
"QURTK_sched_init",32,Closed
"QURTK_secure_proc_kill_cont",32,Closed
"QURTK_secure_process_kill_cont",32,Closed
"QURTK_thread_install",32,Closed
"TLMM_DalTlmm_ConfigGpioId",32,Closed
"Timer_DalTimer_Init",32,Closed
"Timer_DalTimer_UnRegister",32,Closed
"Timer_UnRegister",32,Closed
"ULogCore_TeeMultipartMsgBegin",32,Closed
"ULogCore_TeeMultipartMsgEnd",32,Closed
"UlogReadNextMsgPart",32,Closed
"UlogReadNextMsgPart.1.2_i32_1",32,Closed
"UlogReadNextMsgPart.2.2_i32_4",32,Closed
"_CStrxfrm",32,Closed
"_Clearlocks",32,Closed
"_FCaddcc",32,Closed
"_FCdivcc",32,Closed
"_FCmulcc",32,Closed
"_FCsubcc",32,Closed
"_Fpcomp",32,Closed
"_LFpcomp",32,Closed
"qc_loc_fw::LOWILocationIE::LOWILocationIE(qc_loc_fw::LOWILocationIE const&)",32,Closed
"qc_loc_fw::LOWILocationIE::LOWILocationIE(unsigned char, unsigned char, unsigned char*)",32,Closed
"qc_loc_fw::LowiAPListRecord::operator=(qc_loc_fw::LowiAPListRecord const&)",32,Closed
"__divsc3",32,Closed
"__qdsp_cmpxdf2",32,Closed
"__qdsp_floatundidf",32,Closed
"__qdsp_floatundisf",32,Closed
"_rtld_obj_free",32,Closed
"add_user_mapping",32,Closed
"apr_log_circ_write",32,Closed
"apr_log_write_segment",32,Closed
"cprojf",32,Closed
"diag_diagID_set_tx_ptr",32,Closed
"diag_get_pd_name",32,Closed
"diag_stm_msg_hdr_prep",32,Closed
"do_tlb_reclaim",32,Closed
"fastrpc_dsp_deinit",32,Closed
"fastrpc_invoke_deinit",32,Closed
"fetestexcept",32,Closed
"fmaxl",32,Closed
"fminl",32,Closed
"ftq_init",32,Recursive
"ftq_pl_init",32,Recursive
"ftq_qdi_deinit",32,Closed
"ftq_qdi_set_pgrp_exit",32,Recursive
"getenv",32,Closed
"glink_os_string_cat",32,Closed
"glinki_find_ch_ctx_by_lcid",32,Closed
"glinki_find_ch_ctx_by_lcid__merged",32,Closed
"glinki_find_ch_ctx_by_rcid",32,Closed
"imaxdiv",32,Closed
"invoke_queue_ctor",32,Recursive
"ipc_router_database_init",32,Recursive
"ipc_router_qdi_init",32,Recursive
"listener_hexagon_deinit",32,Closed
"lldiv",32,Closed
"log_status_adv",32,Closed
"med3",32,Closed
"mem_free_region",32,Closed
"mem_free_vma",32,Closed
"mem_pool_lookup_by_name",32,Recursive
"micro_ULog_CreateLog",32,Recursive
"mmstd_memcpy",32,Closed
"mmstd_memcpy.1.1_i32_8.3_i32_8",32,Closed
"osal_init",32,Recursive
"pl_init",32,Closed
"pl_init_lst",32,Closed
"pl_pbl_secx509_parse_gen_name_for_dir",32,Closed
"pl_pbl_secx509_parse_unique_id",32,Closed
"plat_gpio_disable",32,Closed
"plat_gpio_enable",32,Closed
"pwr_utils_hlvl_named_resource",32,Closed
"qbind",32,Closed
"qd_div",32,Closed
"qd_div_dq",32,Closed
"qd_div_qd",32,Closed
"qd_self_div",32,Closed
"qd_self_div_dd",32,Closed
"qmi_cci_common_init",32,Recursive
"qmi_cci_flush_tx_q.extracted_region",32,Closed
"qmi_cci_os_signal_deinit",32,Closed
"qurt_fd_table_init_with_mem",32,Closed
"qurt_mutex_init",32,Recursive
"qurt_pipe_try_send",32,Closed
"qurt_qdi_copy_string_from_user",32,Closed
"qurt_qdi_state_local_new_handle_from_obj",32,Closed
"qurt_secure_process_clean",32,Closed
"qurt_signal2_wait_cancellable",32,Closed
"qurtos_find_program_no",32,Closed
"qurtos_mem_free",32,Closed
"qurtos_mmap_pages_ext",32,Closed
"qurtos_mmap_pages_ext_impl",32,Closed
"qurtos_qdi_early_init",32,Recursive
"qurtos_rand_generic_init",32,Recursive
"qurtos_shmem_release",32,Closed
"qurtos_user_reaper_invocation",32,Closed
"reaper_waiter_invocation",32,Closed
"rsc_set_low_power_mode",32,Closed
"rtld_deinit",32,Closed
"servreg_is_domain_local",32,Closed
"sleepTarget_setRscLowPowerMode",32,Closed
"strtok_r",32,Closed
"sys_m_smsm_init",32,Recursive
"tcfg_cpy_entity_op_ctrl",32,Closed
"tftp_socket_close",32,Closed
"tracer_log_time_tick",32,Recursive
"trim_mem",32,Closed
"uSleepTrans_initialize",32,Recursive
"uart_mutex_init",32,Recursive
"uart_tlmm_open",32,Closed
"wcstok",32,Closed
"BufBound_Putnc",24,Closed
"BufBound_Write",24,Closed
"CPM_GetMPPSThresholdValue",24,Closed
"ChipInfo_DalChipInfo_Attach",24,Closed
"ChipInfo_DalChipInfo_GetChipFamily",24,Closed
"ChipInfo_DalChipInfo_GetChipId",24,Closed
"ChipInfo_DalChipInfo_GetChipVersion",24,Closed
"ChipInfo_DalChipInfo_GetDefectiveCPUs",24,Closed
"ChipInfo_DalChipInfo_GetDefectivePart",24,Closed
"ChipInfo_DalChipInfo_GetDefectivePart__merged",24,Closed
"ChipInfo_DalChipInfo_GetFoundryId",24,Closed
"ChipInfo_DalChipInfo_GetModemSupport",24,Closed
"ChipInfo_DalChipInfo_GetQFPROMChipId",24,Closed
"ChipInfo_DalChipInfo_GetRawChipId",24,Closed
"ChipInfo_DalChipInfo_GetRawChipVersion",24,Closed
"ChipInfo_DalChipInfo_GetRawDeviceFamily",24,Closed
"ChipInfo_DalChipInfo_GetRawDeviceNumber",24,Closed
"ChipInfo_DalChipInfo_GetSerialNumber",24,Closed
"ChipInfo_GetChipIdString",24,Closed
"ChipInfo_GetMarketingNameString",24,Closed
"DALClockStub_SetCPUMaxFrequencyAtCurrentVoltage",24,Closed
"DALClockStub_SetClockFrequency",24,Closed
"DALClockStub_SetSourceFrequency",24,Closed
"GPIOIntQDI_AckSummarySignal",24,Closed
"GPIOIntQDI_RegisterSummarySignal",24,Closed
"HWIO_DalHWIO_Attach",24,Closed
